Date,bbReturnLogOpen_pband_w46_stdDev3.479652436716822,macdReturnLogOpen_fW2_sW16_signal23,rsi_w15,macd_fW15_sW21_signal30,rsiReturnLogOpen_w15,macd_fW17_sW43_signal48,bbReturnLogOpen_lband_w43_stdDev0.5607752064443937,adx_pos_w5,stochRsiReturnLogOpen_k_w30_s13_s213,aroon_down_w49,stochRsiReturnLogOpen_stochrsi_w3_s111_s229,stochRsiReturnLogOpen_k_w3_s111_s229,aroonReturnLogOpen_up_w32,bbReturnLogOpen_lband_w7_stdDev1.4297935115233904,aroon_indicator_w32,aroon_indicator_w9,macdReturnLogOpen_fW4_sW48_signal41,aroon_up_w49,stochRsi_k_w3_s111_s229,macd_signal_fW17_sW43_signal48
2017-07-20,0.5901574924859745,-0.0010282897775158,66.42852643609038,-4.323014443281409,52.11636974161915,-16.20385924109496,-0.001456831826665,45.39519406680067,0.7385435777470774,12.244897959183673,0.806485907558747,0.5084068422013874,59.375,-0.0003453796533786,28.125,88.88888888888889,-0.0013214806330937,100.0,0.7926823705400513,-15.952902800106106
2017-07-21,0.6376886841942516,-0.0022864438344503,66.21158087014076,-4.900126716152499,53.360976386648375,-17.43873822759315,-0.0008042051028179,44.775463129160855,0.7481311230069534,10.20408163265306,1.0,0.5278008913452129,56.25,1.0838600483515336e-05,28.125,66.66666666666666,-0.0022411622663306,97.95918367346938,0.7568860182959273,-16.013549144085168
2017-07-24,0.3675868046887693,0.0019387041563854,65.66160748437568,-5.2724903077059935,46.43333135215266,-18.338698197704616,-0.0010127433472826,38.26306176476581,0.702613635918453,8.16326530612245,0.0,0.5278008913452129,53.125,-0.0022439066703731,28.125,66.66666666666667,0.0001551214645889,95.91836734693877,0.7568860182959273,-16.108453187090042
2017-07-25,0.539380663324183,0.000185119791979,64.01485261299646,-5.419110537724919,50.83789574232902,-18.836995805736933,-0.0010614833222416,34.41969343855963,0.6677479980861646,6.122448979591836,0.6930126040617394,0.5908020371690074,50.0,-0.0023601947613252,28.125,55.55555555555554,-0.0003290918804074,93.87755102040816,0.6838110195101426,-16.219822273565423
2017-07-26,0.5519149792406354,-0.0006091065520201,66.48688517766608,-5.7202948294630005,51.23657113704022,-19.638695914243726,-0.0010854166177952,42.319763541722544,0.608736259725576,4.081632653061225,1.0,0.5908020371690074,46.875,-0.0022866132038638,40.625,88.88888888888889,-0.0007750700581794,100.0,0.6696919192224664,-16.35936813645025
2017-07-27,0.4944059779905408,3.761987527285508e-05,66.72440709552248,-5.918740187755248,49.86983916649896,-20.26571339594784,-0.0011059598658822,37.476224383381705,0.7067917222293082,2.0408163265306123,0.0,0.544343575364562,43.75,-0.0024829953555171,43.75,77.77777777777777,-0.0004744042456238,100.0,0.7606010101315572,-16.518810800103214
2017-07-28,0.5120353042097227,7.046894891053236e-05,65.02476716503327,-5.927171621195157,50.1341690568564,-20.53713355897935,-0.0011447564198022,23.327235530664677,0.6877260094222349,2.0408163265306123,0.2584182835976141,0.5214961284615532,40.625,-0.001777317279133,43.75,77.77777777777777,-0.0003946444995546,97.95918367346938,0.6696919192224664,-16.682823973934894
2017-07-31,0.2345321494615549,0.0037164625572864,62.6688655556327,-5.753348394642217,44.23952826258325,-20.44573830133595,-0.0013895677794788,19.268883947955743,0.435822548169097,2.0408163265306123,0.0,0.4305870375524623,37.5,-0.0043483356018948,43.75,66.66666666666667,0.00204030524806,95.91836734693877,0.5787828283133755,-16.836412313828813
2017-08-01,0.5900650533338151,-4.154397893027344e-05,61.37700261742972,-5.488335658986671,51.8061648087429,-20.14674448138157,-0.0013015589324805,23.7043956887673,0.4714169818347911,2.0408163265306123,1.0,0.5214961284615532,34.375,-0.0041615596743505,43.75,22.22222222222221,0.0004388792040904,93.87755102040816,0.4878737374042846,-16.971527912504435
2017-08-02,0.494250362828029,0.0001135505893516,64.04600852061654,-5.42141428773084,49.80072994838709,-20.188526948714298,-0.0013267724453801,21.181525237729595,0.4320329974261603,2.0408163265306123,0.7427372201755961,0.5000594559448817,31.25,-0.0031463111268535,43.75,22.22222222222223,0.0003325271745308,91.83673469387756,0.4955390929227452,-17.102833995615043
